4.143770432550830836e-03,1.424563159313767691e-03,3.505913028823183682e-03,3.320375122881079420e-03,1.121008171792230515e-02,4.154647403347883766e-02,3.657284894588209989e-02,5.064727836486314361e-02,5.875275307455395113e-02
1.260942154684577352e-03,4.048923152731139646e-03,1.417113066081913952e-02,5.462185409805435723e-03,3.083855623168357471e-02,2.389618880201273624e-02,2.835590034158248091e-02,7.133985622512739599e-02,5.347380287901173229e-02
2.381349264905241025e-03,5.712340386859760151e-03,-4.082625111969856446e-03,2.727517038029036306e-02,2.798595816252478705e-02,5.272031492697799859e-02,1.762606563847429753e-02,6.243290310707975965e-02,3.628415045272573303e-02
-6.232748706288771152e-03,5.522645827220377772e-03,9.117832441132827509e-04,1.177085208944590039e-02,1.136538941515694012e-02,4.618756682529340241e-02,8.261502736117313367e-03,3.336693531245473604e-02,4.981556974779883379e-02
6.449201724104378780e-03,6.533149596644003548e-04,3.346448677891270592e-03,4.182313948652861130e-03,1.980641944150068542e-02,4.000813428787737547e-02,3.988305679935022496e-02,5.942915399438362944e-02,3.841764743225552919e-02
-3.927317414735223208e-03,-2.430107285121309302e-04,-3.733466201398561411e-03,1.539469835825405322e-02,3.104607008231502398e-03,2.501659591223339904e-02,1.017971693755138213e-01,5.391780906940271678e-02,6.360432369449429968e-02
1.868569349704754350e-03,1.042220690348382404e-02,9.117832441132827509e-04,1.635148446384552395e-02,1.982833634281360238e-02,5.303924362884182564e-02,2.511975649944764646e-02,2.842883072008925774e-02,4.510570323117477076e-02
-5.014790129610133262e-04,-4.694408960687313295e-03,1.749219068686645555e-04,7.737386492651512210e-03,2.766702946066096347e-02,3.847810784967047731e-02,3.116995489463923394e-02,4.158501754958086188e-02,6.739708125445542652e-02
-6.609433638929255485e-04,-2.742293233402339804e-03,7.832233772471206001e-03,2.057880127397657480e-02,3.084686953907812834e-02,2.854559490122186502e-02,2.637355440559002728e-02,3.380262819545116343e-02,5.948961441179856369e-02
-5.014790129610133262e-04,-2.388977669133765351e-03,7.285066994865967149e-03,-7.215608366890435658e-03,4.118068850811842929e-02,6.015354537053640288e-02,5.189276296361097079e-02,1.933218304240223034e-02,4.126608884771704178e-02
2.028033700636666572e-03,-3.125839006378385281e-03,5.781114111669260168e-03,2.285400235682265302e-02,2.068611851488810077e-02,3.369531095453963399e-02,4.145162675365915428e-02,4.469608390318852154e-02,4.510985988487204584e-02
6.225120302060245525e-03,4.820171352380508284e-03,4.337621645887492633e-03,9.242532052051188364e-04,9.891666740667704599e-03,3.725038349853828507e-02,3.653014877608277977e-02,2.736888402728353958e-02,5.318094773215810422e-02
2.353823242836057365e-04,4.938506087324872652e-04,4.850401561087979742e-03,1.280056857354414969e-02,1.677773040662087697e-02,5.156967760804986867e-02,3.549627563828725713e-02,3.735354408575253249e-02,5.882152679936344247e-02
-9.496418570492789687e-04,3.600760308642874871e-03,4.436625579404462373e-03,1.501530923897528499e-02,2.020772546209236714e-02,2.466328034796482632e-02,4.933302004130581120e-02,4.153702709325775982e-02,4.376537135260725325e-02
2.605430686949373412e-03,-9.152549946445289603e-04,5.203717125356553327e-03,1.077967912144967705e-02,8.900493772671484727e-03,3.844787764096300325e-02,5.253062036733861795e-02,7.268018810369492044e-02,7.370574793409589986e-02
-1.173723279093411356e-03,3.984306081618919915e-03,-8.808681322397798191e-04,1.283079878225162201e-02,2.974837933017037903e-02,4.100346390957088083e-02,2.672686996985860347e-02,3.969336223971083738e-02,4.300659311404972374e-02
6.189280972596503463e-04,2.351119056197770001e-03,5.591419552029876054e-03,-7.237525268203350015e-03,1.729882362921592032e-02,1.968549860667080306e-02,1.949996070072870791e-02,7.623941730139084660e-02,5.795958797359167247e-02
-2.712063024694869214e-03,2.286501985085549835e-03,-1.492651980957235801e-03,5.242260641458582754e-03,1.617010321160069694e-02,2.950238100681333575e-02,3.808624876929987690e-02,4.767375946087447358e-02,3.045387682588101413e-02
-3.927317414735223208e-03,3.630990517350345028e-03,3.057750184734917172e-03,1.462345015860468458e-02,2.305616687755386932e-02,2.922615247474881495e-02,3.606951597090268108e-02,5.785227073268014303e-02,5.347380287901173229e-02
1.130090223947248160e-05,3.118210602149859220e-03,-4.694408960687313295e-03,3.143787011930919417e-02,2.228907533160177923e-02,2.431827809109081417e-02,2.169807475137071340e-02,2.778681666266433550e-02,3.598298199847754092e-02
-5.944050213132417299e-03,-3.927317414735223208e-03,7.125602643934056228e-03,3.537648843628388856e-02,3.897426115008184588e-02,4.840230749072454292e-02,4.556217938265759437e-02,4.081792600362878221e-02,5.053882749112510037e-02
2.829512108993505800e-03,8.853636949174896464e-03,8.181392683042498434e-03,1.052536749069807320e-02,1.133515920644947300e-02,1.039915636934438808e-02,6.137295641427403803e-02,5.986900353107733191e-02,4.206341060237659552e-02
2.829512108993505800e-03,5.617493107040068961e-03,-4.530787956058122956e-03,8.219936199144526126e-03,1.357597342689079861e-02,4.026660257232625439e-02,4.535170155453181751e-02,6.195035340058674400e-02,4.320460098108366148e-02
-5.331616887274768374e-05,1.426597794063882985e-02,2.385505918602519142e-03,1.491214865176103584e-02,3.750469512928988891e-02,2.548138537111078669e-02,7.757559252626108903e-02,7.137839974122943409e-02,4.209779746478135160e-02
-3.722448707365721282e-04,-3.722448707365721282e-04,7.733229838954231924e-03,1.290372916075840232e-02,1.181355225924520663e-02,5.556875634243950424e-02,3.166081790852680322e-02,6.432455841694979803e-02,4.040415002194525790e-02
